Año;Trimestre;Provincia;Mbps (Media de bajada);Trimestre proximo
2018;1;Buenos Aires;14.198889644680946;14.679375512175804
2018;1;Capital Federal;17.74557730418008;18.93813458927817
2018;1;Catamarca;8.198860528714677;7.693096507452943
2018;1;Chaco;12.444064678644967;12.499460181995785
2018;1;Chubut;5.418637938827784;5.329857730598913
2018;1;Córdoba;12.790571217400485;13.876809406349514
2018;1;Corrientes;11.118502865253635;10.87765289559918
2018;1;Entre Ríos;9.875239366998759;10.186702751759963
2018;1;Formosa;11.056815367469506;8.974986530777175
2018;1;Jujuy;6.741185879384532;6.289345589213642
2018;1;La Pampa;3.995131352064104;4.098364171057469
2018;1;La Rioja;5.890820604111634;5.591861584368082
2018;1;Mendoza;5.881626969169374;5.880529663045039
2018;1;Misiones;12.082189465143012;11.759657402552001
2018;1;Neuquén;11.96045995607415;13.365011560107956
2018;1;Río Negro;8.976243194361576;9.509595114373948
2018;1;Salta;9.1894409821995;8.928271706442677
2018;1;San Juan;5.850581035549749;5.845597830692315
2018;1;San Luis;5.89436270457927;5.9005751848808545
2018;1;Santa Cruz;5.1892899508557875;5.1892899508557875
2018;1;Santa Fe;11.173305005746002;11.74888462281756
2018;1;Santiago Del Estero;6.248210722163038;5.9110016469983835
2018;1;Tierra Del Fuego;5.768082036032884;5.942745057375916
2018;1;Tucumán;9.355631684806106;13.506545729627103
2017;4;Buenos Aires;12.9720825438982;14.198889644680946
2017;4;Capital Federal;15.20221886916041;17.74557730418008
2017;4;Catamarca;7.78415435139573;8.198860528714677
2017;4;Chaco;11.702868121959403;12.444064678644967
2017;4;Chubut;5.408238076890145;5.418637938827784
2017;4;Córdoba;11.63658470115664;12.790571217400485
2017;4;Corrientes;10.384400430891967;11.118502865253635
2017;4;Entre Ríos;9.295960619999066;9.875239366998759
2017;4;Formosa;10.114170463766307;11.056815367469506
2017;4;Jujuy;6.638821273566491;6.741185879384532
2017;4;La Pampa;3.9758194449815036;3.995131352064104
2017;4;La Rioja;5.877588849506658;5.890820604111634
2017;4;Mendoza;5.71002586675844;5.881626969169374
2017;4;Misiones;11.324123723249613;12.082189465143012
2017;4;Neuquén;10.719151524540269;11.96045995607415
2017;4;Río Negro;8.045522324672751;8.976243194361576
2017;4;Salta;8.451742767775633;9.1894409821995
2017;4;San Juan;5.832260073010133;5.850581035549749
2017;4;San Luis;5.732208801354054;5.89436270457927
2017;4;Santa Cruz;5.206584828874508;5.1892899508557875
2017;4;Santa Fe;10.297494601847182;11.173305005746002
2017;4;Santiago Del Estero;6.165600214985038;6.248210722163038
2017;4;Tierra Del Fuego;5.203225704536838;5.768082036032884
2017;4;Tucumán;9.106021307187058;9.355631684806106
2017;3;Buenos Aires;8.425706211853651;12.9720825438982
2017;3;Capital Federal;10.635720274073307;15.20221886916041
2017;3;Catamarca;5.260018066713561;7.78415435139573
2017;3;Chaco;8.484871287555498;11.702868121959403
2017;3;Chubut;3.4783469156690874;5.408238076890145
2017;3;Córdoba;9.115572873049981;11.63658470115664
2017;3;Corrientes;7.447416428085263;10.384400430891967
2017;3;Entre Ríos;6.993400639349653;9.295960619999066
2017;3;Formosa;7.06882153411281;10.114170463766307
2017;3;Jujuy;4.689006725369201;6.638821273566491
2017;3;La Pampa;3.4381011143320657;3.9758194449815036
2017;3;La Rioja;5.010090208766659;5.877588849506658
2017;3;Mendoza;3.512962661663036;5.71002586675844
2017;3;Misiones;8.430383025286991;11.324123723249613
2017;3;Neuquén;8.16517738570226;10.719151524540269
2017;3;Río Negro;5.487278804673885;8.045522324672751
2017;3;Salta;6.133146206896552;8.451742767775633
2017;3;San Juan;3.4497842064911834;5.832260073010133
2017;3;San Luis;3.50338739319684;5.732208801354054
2017;3;Santa Cruz;3.610470505758638;5.206584828874508
2017;3;Santa Fe;7.792215148399743;10.297494601847182
2017;3;Santiago Del Estero;5.178558078335373;6.165600214985038
2017;3;Tierra Del Fuego;3.475358271865121;5.203225704536838
2017;3;Tucumán;6.3851768015553985;9.106021307187058
2017;2;Buenos Aires;7.198747751887984;8.425706211853651
2017;2;Capital Federal;8.843219830788254;10.635720274073307
2017;2;Catamarca;5.102182825899711;5.260018066713561
2017;2;Chaco;7.689213433544128;8.484871287555498
2017;2;Chubut;3.44726909222351;3.4783469156690874
2017;2;Córdoba;7.421321799076774;9.115572873049981
2017;2;Corrientes;6.7915804826070545;7.447416428085263
2017;2;Entre Ríos;6.287810106292773;6.993400639349653
2017;2;Formosa;6.1786533146404965;7.06882153411281
2017;2;Jujuy;4.541861878194008;4.689006725369201
2017;2;La Pampa;3.3182593614961053;3.4381011143320657
2017;2;La Rioja;5.53385510805501;5.010090208766659
2017;2;Mendoza;3.507255863215121;3.512962661663036
2017;2;Misiones;7.604338490520663;8.430383025286991
2017;2;Neuquén;6.700610698446883;8.16517738570226
2017;2;Río Negro;4.741350857381452;5.487278804673885
2017;2;Salta;5.756213134839845;6.133146206896552
2017;2;San Juan;3.4920338095238095;3.4497842064911834
2017;2;San Luis;3.502824149975052;3.50338739319684
2017;2;Santa Cruz;3.60311348968991;3.610470505758638
2017;2;Santa Fe;6.838749250446204;7.792215148399743
2017;2;Santiago Del Estero;5.05794740805446;5.178558078335373
2017;2;Tierra Del Fuego;3.476761467376085;3.475358271865121
2017;2;Tucumán;6.093280445624717;6.3851768015553985
2017;1;Buenos Aires;6.678482577091709;7.198747751887984
2017;1;Capital Federal;8.348147316695423;8.843219830788254
2017;1;Catamarca;4.973784837545127;5.102182825899711
2017;1;Chaco;7.307905398272823;7.689213433544128
2017;1;Chubut;3.4433862008733622;3.44726909222351
2017;1;Córdoba;6.799477637369997;7.421321799076774
2017;1;Corrientes;6.43297127701597;6.7915804826070545
2017;1;Entre Ríos;5.9514745757075245;6.287810106292773
2017;1;Formosa;5.742388931901572;6.1786533146404965
2017;1;Jujuy;4.393861259634748;4.541861878194008
2017;1;La Pampa;3.2208135842183347;3.3182593614961053
2017;1;La Rioja;5.427180473372781;5.53385510805501
2017;1;Mendoza;3.5072942051440963;3.507255863215121
2017;1;Misiones;7.341041988916319;7.604338490520663
2017;1;Neuquén;6.0348361444213925;6.700610698446883
2017;1;Río Negro;4.449448877971685;4.741350857381452
2017;1;Salta;5.335371217821875;5.756213134839845
2017;1;San Juan;3.492435161246428;3.4920338095238095
2017;1;San Luis;3.502824149975052;3.502824149975052
2017;1;Santa Cruz;3.591930075636318;3.60311348968991
2017;1;Santa Fe;6.284036486892411;6.838749250446204
2017;1;Santiago Del Estero;4.948965833284994;5.05794740805446
2017;1;Tierra Del Fuego;3.476761467376085;3.476761467376085
2017;1;Tucumán;5.8755073256955805;6.093280445624717
2016;4;Buenos Aires;6.3515464502603125;6.678482577091709
2016;4;Capital Federal;7.957596242752894;8.348147316695423
2016;4;Catamarca;4.885711305119858;4.973784837545127
2016;4;Chaco;7.077531005919823;7.307905398272823
2016;4;Chubut;3.4071912914448172;3.4433862008733622
2016;4;Córdoba;6.4667403639056085;6.799477637369997
2016;4;Corrientes;6.236245604077509;6.43297127701597
2016;4;Entre Ríos;5.807350829127614;5.9514745757075245
2016;4;Formosa;5.630674164916322;5.742388931901572
2016;4;Jujuy;4.323962745742035;4.393861259634748
2016;4;La Pampa;3.1895597297497957;3.2208135842183347
2016;4;La Rioja;5.3437624272142195;5.427180473372781
2016;4;Mendoza;3.5066034697453756;3.5072942051440963
2016;4;Misiones;7.1094758091013635;7.341041988916319
2016;4;Neuquén;5.678446306542373;6.0348361444213925
2016;4;Río Negro;4.369930463165329;4.449448877971685
2016;4;Salta;5.220883577846971;5.335371217821875
2016;4;San Juan;3.491135554044867;3.492435161246428
2016;4;San Luis;3.502824149975052;3.502824149975052
2016;4;Santa Cruz;3.5639164089588604;3.591930075636318
2016;4;Santa Fe;6.0402333289406664;6.284036486892411
2016;4;Santiago Del Estero;4.866794431448622;4.948965833284994
2016;4;Tierra Del Fuego;3.476761467376085;3.476761467376085
2016;4;Tucumán;5.7277669342021085;5.8755073256955805
2016;3;Buenos Aires;5.914918008163684;6.3515464502603125
2016;3;Capital Federal;7.380172699207805;7.957596242752894
2016;3;Catamarca;4.725241179958494;4.885711305119858
2016;3;Chaco;6.718220363245951;7.077531005919823
2016;3;Chubut;3.3438663279846357;3.4071912914448172
2016;3;Córdoba;6.068526923518407;6.4667403639056085
2016;3;Corrientes;5.958192561066714;6.236245604077509
2016;3;Entre Ríos;5.586427488329489;5.807350829127614
2016;3;Formosa;5.4161310069990956;5.630674164916322
2016;3;Jujuy;4.215291130909006;4.323962745742035
2016;3;La Pampa;3.1449984261882276;3.1895597297497957
2016;3;La Rioja;5.076731739002066;5.3437624272142195
2016;3;Mendoza;3.50729080145311;3.5066034697453756
2016;3;Misiones;6.741222269842242;7.1094758091013635
2016;3;Neuquén;5.292166864731292;5.678446306542373
2016;3;Río Negro;4.162924282482748;4.369930463165329
2016;3;Salta;5.052874436550483;5.220883577846971
2016;3;San Juan;3.4890674462877342;3.491135554044867
2016;3;San Luis;3.5030237740401673;3.502824149975052
2016;3;Santa Cruz;3.53583356483625;3.5639164089588604
2016;3;Santa Fe;5.6772637615647845;6.0402333289406664
2016;3;Santiago Del Estero;4.670123087013555;4.866794431448622
2016;3;Tierra Del Fuego;3.4765453774624797;3.476761467376085
2016;3;Tucumán;5.544683260191403;5.7277669342021085
2016;2;Buenos Aires;5.415144367004824;5.914918008163684
2016;2;Capital Federal;6.576218932459292;7.380172699207805
2016;2;Catamarca;4.3648359645166135;4.725241179958494
2016;2;Chaco;6.297357510958081;6.718220363245951
2016;2;Chubut;3.335973498985547;3.3438663279846357
2016;2;Córdoba;5.516912823002807;6.068526923518407
2016;2;Corrientes;5.601822569524247;5.958192561066714
2016;2;Entre Ríos;5.1311427833012475;5.586427488329489
2016;2;Formosa;5.104132195866278;5.4161310069990956
2016;2;Jujuy;3.843353043958065;4.215291130909006
2016;2;La Pampa;3.146067806525381;3.1449984261882276
2016;2;La Rioja;4.773843067001075;5.076731739002066
2016;2;Mendoza;3.500168567871608;3.50729080145311
2016;2;Misiones;6.233660566754793;6.741222269842242
2016;2;Neuquén;4.86640695565863;5.292166864731292
2016;2;Río Negro;3.976616411905147;4.162924282482748
2016;2;Salta;4.749378935322928;5.052874436550483
2016;2;San Juan;3.4883718294284334;3.4890674462877342
2016;2;San Luis;3.501983369175627;3.5030237740401673
2016;2;Santa Cruz;3.5021150276004565;3.53583356483625
2016;2;Santa Fe;5.1385985309185065;5.6772637615647845
2016;2;Santiago Del Estero;4.309815179590645;4.670123087013555
2016;2;Tierra Del Fuego;3.478692463211772;3.4765453774624797
2016;2;Tucumán;5.200979761760874;5.544683260191403
2016;1;Buenos Aires;4.9921684374839135;5.415144367004824
2016;1;Capital Federal;6.047403702811701;6.576218932459292
2016;1;Catamarca;4.203588449295134;4.3648359645166135
2016;1;Chaco;5.991472683208309;6.297357510958081
2016;1;Chubut;3.3796639330714164;3.335973498985547
2016;1;Córdoba;5.156801617049669;5.516912823002807
2016;1;Corrientes;5.37127911707625;5.601822569524247
2016;1;Entre Ríos;5.084574905605243;5.1311427833012475
2016;1;Formosa;4.872333380420963;5.104132195866278
2016;1;Jujuy;3.7712213425983374;3.843353043958065
2016;1;La Pampa;3.0476420362792593;3.146067806525381
2016;1;La Rioja;4.616973938050446;4.773843067001075
2016;1;Mendoza;3.5028689229788785;3.500168567871608
2016;1;Misiones;6.000968717380309;6.233660566754793
2016;1;Neuquén;4.420493149015266;4.86640695565863
2016;1;Río Negro;3.826659196828916;3.976616411905147
2016;1;Salta;4.741858784571524;4.749378935322928
2016;1;San Juan;3.485523490760477;3.4883718294284334
2016;1;San Luis;3.5029004392386534;3.501983369175627
2016;1;Santa Cruz;3.48315808971074;3.5021150276004565
2016;1;Santa Fe;4.898136028952046;5.1385985309185065
2016;1;Santiago Del Estero;4.174011564306923;4.309815179590645
2016;1;Tierra Del Fuego;3.475082632716791;3.478692463211772
2016;1;Tucumán;5.004036640679885;5.200979761760874
2015;4;Buenos Aires;4.884148905856541;4.9921684374839135
2015;4;Capital Federal;5.927803522979041;6.047403702811701
2015;4;Catamarca;4.124268369158702;4.203588449295134
2015;4;Chaco;5.828384180790961;5.991472683208309
2015;4;Chubut;3.283865031613298;3.3796639330714164
2015;4;Córdoba;5.0670814932684065;5.156801617049669
2015;4;Corrientes;5.259482120492081;5.37127911707625
2015;4;Entre Ríos;5.007855905299356;5.084574905605243
2015;4;Formosa;4.660308568580684;4.872333380420963
2015;4;Jujuy;3.7246804758922987;3.7712213425983374
2015;4;La Pampa;2.936747707229629;3.0476420362792593
2015;4;La Rioja;4.521671863926294;4.616973938050446
2015;4;Mendoza;3.5017779300891023;3.5028689229788785
2015;4;Misiones;5.9022914436487;6.000968717380309
2015;4;Neuquén;4.355592861552936;4.420493149015266
2015;4;Río Negro;3.768932299598505;3.826659196828916
2015;4;Salta;4.673467038141578;4.741858784571524
2015;4;San Juan;3.481604116955732;3.485523490760477
2015;4;San Luis;3.502937425860024;3.5029004392386534
2015;4;Santa Cruz;3.4809679619106126;3.48315808971074
2015;4;Santa Fe;4.809873774553555;4.898136028952046
2015;4;Santiago Del Estero;4.0941016914507635;4.174011564306923
2015;4;Tierra Del Fuego;3.4748248642417257;3.475082632716791
2015;4;Tucumán;4.882297946330778;5.004036640679885
2015;3;Buenos Aires;4.700597914270459;4.884148905856541
2015;3;Capital Federal;5.66468043459464;5.927803522979041
2015;3;Catamarca;3.884563872599747;4.124268369158702
2015;3;Chaco;5.46643296553986;5.828384180790961
2015;3;Chubut;3.2790384114749496;3.283865031613298
2015;3;Córdoba;4.867849001225086;5.0670814932684065
2015;3;Corrientes;5.063473816782213;5.259482120492081
2015;3;Entre Ríos;4.766712366729086;5.007855905299356
2015;3;Formosa;4.166164102194515;4.660308568580684
2015;3;Jujuy;3.532724551201011;3.7246804758922987
2015;3;La Pampa;2.9149322141427945;2.936747707229629
2015;3;La Rioja;4.245850575398008;4.521671863926294
2015;3;Mendoza;3.500160951021911;3.5017779300891023
2015;3;Misiones;5.634289050903693;5.9022914436487
2015;3;Neuquén;4.2299439848957405;4.355592861552936
2015;3;Río Negro;3.7368314562024914;3.768932299598505
2015;3;Salta;4.4218314129775615;4.673467038141578
2015;3;San Juan;3.4810928203738825;3.481604116955732
2015;3;San Luis;3.5027538715982556;3.502937425860024
2015;3;Santa Cruz;3.4806877443585873;3.4809679619106126
2015;3;Santa Fe;4.559895452402629;4.809873774553555
2015;3;Santiago Del Estero;3.911237321691457;4.0941016914507635
2015;3;Tierra Del Fuego;3.4777210569327157;3.4748248642417257
2015;3;Tucumán;4.572318667230303;4.882297946330778
2015;2;Buenos Aires;4.463495663548014;4.700597914270459
2015;2;Capital Federal;5.31214873823781;5.66468043459464
2015;2;Catamarca;3.6825082950385544;3.884563872599747
2015;2;Chaco;5.194771414259476;5.46643296553986
2015;2;Chubut;3.2165716474851154;3.2790384114749496
2015;2;Córdoba;4.557937666200854;4.867849001225086
2015;2;Corrientes;4.847197637993736;5.063473816782213
2015;2;Entre Ríos;4.55056996750087;4.766712366729086
2015;2;Formosa;3.7649156840276494;4.166164102194515
2015;2;Jujuy;3.4086788431460913;3.532724551201011
2015;2;La Pampa;2.8626566401062417;2.9149322141427945
2015;2;La Rioja;4.001551396208129;4.245850575398008
2015;2;Mendoza;3.4997241088624933;3.500160951021911
2015;2;Misiones;5.327562649676923;5.634289050903693
2015;2;Neuquén;4.059617737533036;4.2299439848957405
2015;2;Río Negro;3.666734448621427;3.7368314562024914
2015;2;Salta;4.218121645686839;4.4218314129775615
2015;2;San Juan;3.4789192890667078;3.4810928203738825
2015;2;San Luis;3.5027709531013613;3.5027538715982556
2015;2;Santa Cruz;3.47332349743749;3.4806877443585873
2015;2;Santa Fe;4.303196181656382;4.559895452402629
2015;2;Santiago Del Estero;3.728811295360471;3.911237321691457
2015;2;Tierra Del Fuego;3.4775158762886598;3.4777210569327157
2015;2;Tucumán;4.306812767469965;4.572318667230303
2015;1;Buenos Aires;4.323803709346771;4.463495663548014
2015;1;Capital Federal;4.999711683876372;5.31214873823781
2015;1;Catamarca;3.483603660962992;3.6825082950385544
2015;1;Chaco;4.899908797030372;5.194771414259476
2015;1;Chubut;3.2131565777597957;3.2165716474851154
2015;1;Córdoba;4.304279282006848;4.557937666200854
2015;1;Corrientes;4.628190221393157;4.847197637993736
2015;1;Entre Ríos;4.3467465057866335;4.55056996750087
2015;1;Formosa;3.3811501123595504;3.7649156840276494
2015;1;Jujuy;3.241902108598274;3.4086788431460913
2015;1;La Pampa;2.8340995102178685;2.8626566401062417
2015;1;La Rioja;3.7804021060364885;4.001551396208129
2015;1;Mendoza;3.499130670898351;3.4997241088624933
2015;1;Misiones;4.973004251321198;5.327562649676923
2015;1;Neuquén;3.9114916381985845;4.059617737533036
2015;1;Río Negro;3.585297088257377;3.666734448621427
2015;1;Salta;4.022777936163619;4.218121645686839
2015;1;San Juan;3.4769891700932414;3.4789192890667078
2015;1;San Luis;3.5009942704654264;3.5027709531013613
2015;1;Santa Cruz;3.474217030667377;3.47332349743749
2015;1;Santa Fe;4.063283068408137;4.303196181656382
2015;1;Santiago Del Estero;3.571104125126239;3.728811295360471
2015;1;Tierra Del Fuego;3.4538780857514078;3.4775158762886598
2015;1;Tucumán;4.071078040242438;4.306812767469965
2014;4;Buenos Aires;4.198943508236657;4.323803709346771
2014;4;Capital Federal;4.7817877112755625;4.999711683876372
2014;4;Catamarca;3.336005334797788;3.483603660962992
2014;4;Chaco;3.977400363306085;4.899908797030372
2014;4;Chubut;3.1746491581312557;3.2131565777597957
2014;4;Córdoba;4.092903062184572;4.304279282006848
2014;4;Corrientes;3.8061123116725004;4.628190221393157
2014;4;Entre Ríos;3.8000517871100685;4.3467465057866335
2014;4;Formosa;3.023326617826618;3.3811501123595504
2014;4;Jujuy;3.127642108190794;3.241902108598274
2014;4;La Pampa;2.754208730637699;2.8340995102178685
2014;4;La Rioja;3.582023899524448;3.7804021060364885
2014;4;Mendoza;3.498767768599914;3.499130670898351
2014;4;Misiones;4.025619961413459;4.973004251321198
2014;4;Neuquén;3.850772582597391;3.9114916381985845
2014;4;Río Negro;3.543129254254254;3.585297088257377
2014;4;Salta;3.862259431502549;4.022777936163619
2014;4;San Juan;3.4752201692281126;3.4769891700932414
2014;4;San Luis;3.503621206358865;3.5009942704654264
2014;4;Santa Cruz;3.3330261837139634;3.474217030667377
2014;4;Santa Fe;3.780707860716513;4.063283068408137
2014;4;Santiago Del Estero;3.4582244726597287;3.571104125126239
2014;4;Tierra Del Fuego;3.4747244698924056;3.4538780857514078
2014;4;Tucumán;3.8606123102449525;4.071078040242438
2014;3;Buenos Aires;3.969046991173242;4.198943508236657
2014;3;Capital Federal;4.437380943390075;4.7817877112755625
2014;3;Catamarca;2.915176175040519;3.336005334797788
2014;3;Chaco;3.461947812450996;3.977400363306085
2014;3;Chubut;3.165741790763976;3.1746491581312557
2014;3;Córdoba;3.6600622495599104;4.092903062184572
2014;3;Corrientes;3.410927776641118;3.8061123116725004
2014;3;Entre Ríos;3.3996079417526825;3.8000517871100685
2014;3;Formosa;2.6562830152303833;3.023326617826618
2014;3;Jujuy;2.9307053902518616;3.127642108190794
2014;3;La Pampa;2.816519545748315;2.754208730637699
2014;3;La Rioja;3.095178784641488;3.582023899524448
2014;3;Mendoza;3.5028531768490665;3.498767768599914
2014;3;Misiones;3.5775238575714927;4.025619961413459
2014;3;Neuquén;3.7429104879160966;3.850772582597391
2014;3;Río Negro;3.4799791702900404;3.543129254254254
2014;3;Salta;3.4109103624880306;3.862259431502549
2014;3;San Juan;3.473725985590389;3.4752201692281126
2014;3;San Luis;3.503113190184049;3.503621206358865
2014;3;Santa Cruz;3.3073222601557406;3.3330261837139634
2014;3;Santa Fe;3.375592912249111;3.780707860716513
2014;3;Santiago Del Estero;3.0995465103889184;3.4582244726597287
2014;3;Tierra Del Fuego;3.470981711419659;3.4747244698924056
2014;3;Tucumán;3.349897526769352;3.8606123102449525
2014;2;Buenos Aires;3.851862760043666;3.969046991173242
2014;2;Capital Federal;4.249991223638481;4.437380943390075
2014;2;Catamarca;2.915358424826804;2.915176175040519
2014;2;Chaco;3.4206301023631998;3.461947812450996
2014;2;Chubut;3.1564052528575886;3.165741790763976
2014;2;Córdoba;3.5567859606832632;3.6600622495599104
2014;2;Corrientes;3.3669705989802563;3.410927776641118
2014;2;Entre Ríos;3.312400309974538;3.3996079417526825
2014;2;Formosa;2.6523512500000006;2.6562830152303833
2014;2;Jujuy;2.7690316794782204;2.9307053902518616
2014;2;La Pampa;2.684576055426866;2.816519545748315
2014;2;La Rioja;3.095153343388638;3.095178784641488
2014;2;Mendoza;3.503033182060705;3.5028531768490665
2014;2;Misiones;3.540023885712756;3.5775238575714927
2014;2;Neuquén;3.6647043380451545;3.7429104879160966
2014;2;Río Negro;3.4286257504445143;3.4799791702900404
2014;2;Salta;3.391137751108792;3.4109103624880306
2014;2;San Juan;3.4724840645935795;3.473725985590389
2014;2;San Luis;3.5041044810417468;3.503113190184049
2014;2;Santa Cruz;3.3181516601634393;3.3073222601557406
2014;2;Santa Fe;3.3116910410979234;3.375592912249111
2014;2;Santiago Del Estero;3.0697509211495944;3.0995465103889184
2014;2;Tierra Del Fuego;3.470095986812908;3.470981711419659
2014;2;Tucumán;3.34994476711167;3.349897526769352
2014;1;Buenos Aires;3.7331327999829305;3.851862760043666
2014;1;Capital Federal;4.024081510870217;4.249991223638481
2014;1;Catamarca;2.8027344007923407;2.915358424826804
2014;1;Chaco;3.2558373037444444;3.4206301023631998
2014;1;Chubut;3.1759166751464583;3.1564052528575886
2014;1;Córdoba;3.3874045815248133;3.5567859606832632
2014;1;Corrientes;3.2186250823491607;3.3669705989802563
2014;1;Entre Ríos;3.1672900899827185;3.312400309974538
2014;1;Formosa;2.5737292109196757;2.6523512500000006
2014;1;Jujuy;2.690263349406857;2.7690316794782204
2014;1;La Pampa;2.64721042446136;2.684576055426866
2014;1;La Rioja;2.964740372987079;3.095153343388638
2014;1;Mendoza;3.5026805565551156;3.503033182060705
2014;1;Misiones;3.403126267679909;3.540023885712756
2014;1;Neuquén;3.5493016508254125;3.6647043380451545
2014;1;Río Negro;3.353796318189495;3.4286257504445143
2014;1;Salta;3.3009019792545207;3.391137751108792
2014;1;San Juan;3.4691384597491712;3.4724840645935795
2014;1;San Luis;3.5028153221310823;3.5041044810417468
2014;1;Santa Cruz;3.315991479820628;3.3181516601634393
2014;1;Santa Fe;3.1474068452786788;3.3116910410979234
2014;1;Santiago Del Estero;2.9494717214992052;3.0697509211495944
2014;1;Tierra Del Fuego;3.446887937323564;3.470095986812908
2014;1;Tucumán;3.208341823551126;3.34994476711167
